NDVI,NDWI,MSI,VV_dB,VH_dB,VV_VH_ratio,growth_fraction,crop_label,stage_label,stress_label,deficit_pct
0.204,0.113,1.575,-20.08,-14.7,1.366,0.985,Wheat,Harvest,Severe Stress,59.4
0.768,0.123,1.56,-20.19,-13.61,1.483,0.354,Wheat,Vegetative,Severe Stress,58.0
0.792,0.279,1.256,-19.15,-13.18,1.453,0.392,Wheat,Vegetative,Moderate Stress,30.9
0.8,0.212,1.426,-19.64,-13.55,1.449,0.325,Rice,Vegetative,Moderate Stress,43.9
0.801,0.156,1.482,-19.85,-13.72,1.447,0.36,Maize,Vegetative,Severe Stress,50.8
0.801,0.295,1.189,-19.09,-12.92,1.478,0.64,Maize,Heading/Flowering,Mild Stress,25.9
0.473,0.197,1.419,-19.89,-13.72,1.45,0.189,Pulses,Vegetative,Severe Stress,46.5
0.359,0.323,1.182,-19.01,-13.58,1.4,0.931,Wheat,Harvest,Mild Stress,24.8
0.359,0.25,1.352,-19.32,-13.69,1.411,0.931,Wheat,Harvest,Moderate Stress,37.8
0.483,0.282,1.25,-19.11,-13.64,1.401,0.12,Maize,Vegetative,Mild Stress,29.0
0.462,0.374,1.094,-18.92,-13.39,1.413,0.11,Maize,Vegetative,Mild Stress,16.1
0.516,0.255,1.292,-19.45,-13.53,1.438,0.146,Wheat,Vegetative,Moderate Stress,33.5
0.749,0.183,1.404,-19.74,-13.29,1.485,0.7,Maize,Maturity,Moderate Stress,44.5
0.834,0.357,1.096,-18.67,-12.55,1.488,0.58,Maize,Heading/Flowering,Mild Stress,15.6
0.768,0.251,1.301,-19.47,-13.44,1.449,0.32,Maize,Vegetative,Moderate Stress,36.1
0.592,0.476,0.913,-18.28,-12.67,1.443,0.678,Pulses,Heading/Flowering,Healthy,0.2
0.788,0.342,1.157,-18.71,-13.01,1.438,0.615,Wheat,Heading/Flowering,Mild Stress,19.1
0.82,0.261,1.312,-19.42,-13.12,1.48,0.492,Wheat,Heading/Flowering,Moderate Stress,36.3
0.435,0.189,1.458,-19.65,-14.11,1.393,0.092,Rice,Vegetative,Severe Stress,48.3
0.642,0.186,1.425,-19.6,-13.55,1.446,0.567,Pulses,Heading/Flowering,Severe Stress,46.1
0.819,0.284,1.269,-19.33,-12.92,1.496,0.477,Wheat,Heading/Flowering,Moderate Stress,30.8
0.202,0.124,1.548,-19.82,-14.6,1.358,0.978,Pulses,Harvest,Severe Stress,56.9
0.474,0.261,1.288,-19.13,-13.76,1.39,0.877,Wheat,Maturity,Moderate Stress,32.1
0.821,0.209,1.371,-19.36,-13.26,1.46,0.65,Rice,Heading/Flowering,Moderate Stress,41.9
0.462,0.309,1.236,-19.02,-13.32,1.428,0.89,Maize,Maturity,Mild Stress,26.2
0.833,0.213,1.405,-19.68,-13.32,1.477,0.367,Rice,Vegetative,Moderate Stress,43.2
0.821,0.103,1.594,-20.04,-13.54,1.48,0.65,Rice,Heading/Flowering,Severe Stress,59.1
0.516,0.3,1.222,-19.3,-13.35,1.446,0.854,Wheat,Maturity,Mild Stress,29.2
0.297,0.247,1.32,-19.57,-13.91,1.407,0.067,Pulses,Sowing,Moderate Stress,35.8
0.579,0.26,1.304,-19.13,-13.53,1.414,0.185,Wheat,Vegetative,Moderate Stress,32.5
0.739,0.441,0.977,-18.56,-12.47,1.488,0.29,Maize,Vegetative,Healthy,4.7
0.525,0.329,1.166,-18.93,-13.34,1.419,0.867,Rice,Maturity,Mild Stress,23.4
0.739,0.353,1.147,-18.73,-13.06,1.434,0.71,Maize,Maturity,Mild Stress,20.3
0.606,0.403,1.059,-18.79,-12.95,1.451,0.344,Pulses,Vegetative,Healthy,11.2
0.276,0.354,1.129,-18.7,-13.51,1.384,0.056,Pulses,Sowing,Mild Stress,17.7
0.573,0.445,0.95,-18.21,-12.79,1.424,0.158,Rice,Vegetative,Healthy,1.1
0.341,0.301,1.252,-19.1,-13.53,1.412,0.938,Wheat,Harvest,Mild Stress,28.6
0.814,0.208,1.428,-19.59,-13.25,1.478,0.62,Maize,Heading/Flowering,Moderate Stress,43.6
0.216,0.239,1.369,-19.38,-13.94,1.39,0.983,Rice,Harvest,Moderate Stress,38.4
0.806,0.318,1.192,-19.17,-12.92,1.484,0.577,Wheat,Heading/Flowering,Mild Stress,23.4
0.346,0.389,1.085,-18.76,-13.22,1.419,0.94,Maize,Harvest,Healthy,14.6
0.644,0.1,1.588,-20.04,-13.87,1.445,0.556,Pulses,Heading/Flowering,Severe Stress,59.9
0.821,0.216,1.397,-19.74,-13.1,1.507,0.35,Rice,Vegetative,Moderate Stress,42.2
0.749,0.104,1.592,-19.91,-13.61,1.463,0.3,Maize,Vegetative,Severe Stress,58.6
0.26,0.411,1.002,-18.6,-13.34,1.394,0.03,Maize,Sowing,Healthy,7.8
0.171,0.378,1.08,-18.68,-13.74,1.36,0.011,Pulses,Sowing,Healthy,13.0
0.371,0.323,1.205,-19.19,-13.47,1.425,0.07,Maize,Sowing,Mild Stress,23.6
0.202,0.339,1.158,-18.8,-13.86,1.356,0.022,Pulses,Sowing,Mild Stress,22.3
0.529,0.382,1.116,-18.78,-13.04,1.44,0.846,Wheat,Maturity,Mild Stress,16.0
0.231,0.167,1.484,-19.69,-14.3,1.377,0.023,Wheat,Sowing,Severe Stress,51.6
0.373,0.19,1.47,-19.87,-14.17,1.402,0.067,Rice,Sowing,Severe Stress,48.3
0.592,0.463,0.942,-18.18,-12.61,1.442,0.18,Maize,Vegetative,Healthy,1.4
0.602,0.132,1.548,-20.11,-13.78,1.459,0.825,Rice,Maturity,Severe Stress,56.6
0.749,0.15,1.508,-19.85,-13.46,1.475,0.3,Maize,Vegetative,Severe Stress,51.4
0.297,0.461,0.935,-18.56,-13.37,1.388,0.067,Pulses,Sowing,Healthy,3.0
0.395,0.108,1.56,-20.04,-14.12,1.419,0.925,Rice,Harvest,Severe Stress,58.0
0.639,0.228,1.375,-19.58,-13.63,1.437,0.422,Pulses,Vegetative,Moderate Stress,39.7
0.327,0.359,1.133,-18.68,-13.62,1.372,0.05,Rice,Sowing,Mild Stress,19.1
0.462,0.349,1.112,-18.95,-13.44,1.41,0.89,Maize,Maturity,Mild Stress,17.1
0.279,0.234,1.333,-19.27,-14.11,1.366,0.038,Wheat,Sowing,Moderate Stress,37.8
0.65,0.227,1.353,-19.57,-13.55,1.444,0.5,Pulses,Heading/Flowering,Moderate Stress,37.8
0.225,0.342,1.153,-19.09,-13.89,1.374,0.98,Maize,Harvest,Mild Stress,19.8
0.827,0.192,1.463,-19.61,-13.33,1.471,0.642,Rice,Heading/Flowering,Severe Stress,47.7
0.316,0.347,1.133,-18.98,-13.52,1.404,0.078,Pulses,Sowing,Mild Stress,18.9
0.432,0.179,1.46,-19.84,-13.98,1.419,0.156,Pulses,Vegetative,Severe Stress,48.7
0.253,0.291,1.213,-19.3,-13.62,1.417,0.044,Pulses,Sowing,Mild Stress,26.9
0.631,0.308,1.223,-19.17,-13.26,1.446,0.808,Rice,Maturity,Mild Stress,25.3
0.844,0.186,1.436,-19.54,-13.56,1.441,0.383,Rice,Vegetative,Severe Stress,48.0
0.516,0.334,1.155,-18.98,-13.43,1.413,0.146,Wheat,Vegetative,Mild Stress,22.5
0.599,0.223,1.382,-19.35,-13.5,1.433,0.333,Pulses,Vegetative,Moderate Stress,40.8
0.418,0.361,1.143,-18.7,-13.24,1.412,0.144,Pulses,Vegetative,Mild Stress,19.0
0.683,0.427,1.003,-18.72,-12.62,1.483,0.738,Wheat,Maturity,Healthy,7.7
0.833,0.358,1.133,-19.0,-12.88,1.475,0.633,Rice,Heading/Flowering,Mild Stress,19.6
0.623,0.211,1.393,-19.76,-13.73,1.439,0.378,Pulses,Vegetative,Moderate Stress,43.9
0.462,0.124,1.566,-19.9,-14.08,1.413,0.89,Maize,Maturity,Severe Stress,56.3
0.371,0.289,1.244,-19.28,-13.5,1.428,0.93,Maize,Harvest,Mild Stress,27.6
0.623,0.114,1.578,-20.02,-13.93,1.437,0.622,Pulses,Heading/Flowering,Severe Stress,57.9
0.446,0.391,1.084,-18.85,-13.39,1.408,0.833,Pulses,Maturity,Healthy,12.9
0.657,0.162,1.506,-19.89,-13.75,1.447,0.208,Rice,Vegetative,Severe Stress,52.9
0.642,0.281,1.298,-19.46,-13.26,1.468,0.567,Pulses,Heading/Flowering,Moderate Stress,32.8
0.779,0.109,1.559,-19.96,-13.73,1.454,0.369,Wheat,Vegetative,Severe Stress,58.2
0.402,0.277,1.306,-19.29,-13.56,1.423,0.133,Pulses,Vegetative,Moderate Stress,32.5
0.779,0.398,1.026,-18.58,-12.65,1.469,0.369,Wheat,Vegetative,Healthy,9.8
0.694,0.405,1.067,-18.46,-12.76,1.447,0.233,Rice,Vegetative,Healthy,11.4
0.585,0.18,1.438,-19.72,-13.6,1.45,0.311,Pulses,Vegetative,Severe Stress,47.2
0.639,0.376,1.077,-18.86,-13.0,1.451,0.422,Pulses,Vegetative,Mild Stress,15.5
0.821,0.373,1.079,-18.53,-12.72,1.457,0.35,Rice,Vegetative,Healthy,14.4
0.646,0.232,1.338,-19.45,-13.35,1.457,0.544,Pulses,Heading/Flowering,Moderate Stress,37.0
0.878,0.292,1.228,-19.15,-12.8,1.496,0.475,Rice,Heading/Flowering,Mild Stress,28.4
0.705,0.217,1.385,-19.42,-13.34,1.456,0.242,Rice,Vegetative,Moderate Stress,43.3
0.692,0.365,1.092,-18.69,-13.01,1.437,0.269,Wheat,Vegetative,Healthy,14.3
0.462,0.099,1.58,-20.1,-14.02,1.434,0.89,Maize,Maturity,Severe Stress,59.5
0.617,0.177,1.464,-19.85,-13.66,1.453,0.817,Rice,Maturity,Severe Stress,47.9
0.8,0.284,1.231,-19.12,-13.11,1.458,0.325,Rice,Vegetative,Mild Stress,29.7
0.327,0.234,1.308,-19.4,-14.0,1.386,0.95,Rice,Harvest,Moderate Stress,36.5
0.462,0.339,1.144,-18.89,-13.35,1.415,0.11,Maize,Vegetative,Mild Stress,19.7
0.335,0.137,1.529,-19.94,-14.33,1.391,0.089,Pulses,Vegetative,Severe Stress,54.9
0.796,0.254,1.268,-19.23,-13.16,1.461,0.4,Wheat,Vegetative,Moderate Stress,33.1
0.636,0.124,1.551,-20.24,-14.09,1.436,0.411,Pulses,Vegetative,Severe Stress,59.1
0.353,0.215,1.394,-19.44,-14.15,1.374,0.9,Pulses,Maturity,Moderate Stress,43.5
0.599,0.311,1.249,-19.27,-13.14,1.467,0.667,Pulses,Heading/Flowering,Mild Stress,28.0
0.624,0.327,1.209,-19.15,-13.12,1.46,0.785,Wheat,Maturity,Mild Stress,24.1
0.171,0.39,1.077,-18.8,-13.76,1.366,0.011,Pulses,Sowing,Healthy,12.4
0.757,0.235,1.35,-19.26,-13.39,1.438,0.662,Wheat,Heading/Flowering,Moderate Stress,36.9
0.592,0.243,1.317,-19.37,-13.49,1.436,0.18,Maize,Vegetative,Moderate Stress,37.8
0.65,0.35,1.144,-18.89,-12.88,1.467,0.5,Pulses,Heading/Flowering,Mild Stress,17.9
0.26,0.225,1.394,-19.55,-14.27,1.37,0.03,Maize,Sowing,Moderate Stress,40.5
0.793,0.399,1.014,-18.76,-12.59,1.49,0.65,Maize,Heading/Flowering,Healthy,10.0
0.516,0.173,1.484,-19.94,-13.74,1.451,0.854,Wheat,Maturity,Severe Stress,49.8
0.56,0.188,1.438,-19.86,-13.88,1.431,0.278,Pulses,Vegetative,Severe Stress,48.3
0.623,0.135,1.563,-20.0,-13.91,1.438,0.378,Pulses,Vegetative,Severe Stress,56.8
0.627,0.34,1.134,-18.75,-13.17,1.424,0.389,Pulses,Vegetative,Mild Stress,18.9
0.808,0.104,1.571,-20.05,-13.79,1.454,0.431,Wheat,Vegetative,Severe Stress,58.9
0.46,0.148,1.47,-19.88,-13.85,1.435,0.822,Pulses,Maturity,Severe Stress,50.3
0.82,0.256,1.338,-19.23,-12.99,1.48,0.508,Wheat,Heading/Flowering,Moderate Stress,35.9
0.83,0.456,0.948,-18.14,-12.56,1.444,0.41,Maize,Vegetative,Healthy,0.9
0.573,0.179,1.481,-19.8,-13.78,1.437,0.158,Rice,Vegetative,Severe Stress,49.4
0.541,0.417,1.031,-18.66,-12.97,1.439,0.142,Rice,Vegetative,Healthy,7.9
0.418,0.419,0.993,-18.5,-12.95,1.429,0.144,Pulses,Vegetative,Healthy,7.8
0.614,0.342,1.151,-19.01,-13.11,1.45,0.208,Wheat,Vegetative,Mild Stress,19.8
0.747,0.454,0.93,-18.16,-12.51,1.452,0.275,Rice,Vegetative,Healthy,1.0
0.623,0.21,1.417,-19.68,-13.45,1.463,0.622,Pulses,Heading/Flowering,Moderate Stress,44.5
0.248,0.41,1.052,-18.83,-13.51,1.394,0.975,Rice,Harvest,Healthy,11.6
0.801,0.367,1.131,-18.98,-12.8,1.483,0.64,Maize,Heading/Flowering,Mild Stress,18.0
0.833,0.335,1.202,-19.1,-12.73,1.5,0.367,Rice,Vegetative,Mild Stress,23.9
0.353,0.162,1.469,-19.67,-14.23,1.382,0.1,Pulses,Vegetative,Severe Stress,50.8
0.682,0.292,1.216,-19.24,-13.28,1.449,0.225,Rice,Vegetative,Mild Stress,27.0
0.763,0.219,1.357,-19.34,-13.44,1.439,0.654,Wheat,Heading/Flowering,Moderate Stress,39.4
0.541,0.455,0.967,-18.34,-12.89,1.423,0.744,Pulses,Maturity,Healthy,3.0
0.716,0.201,1.4,-19.57,-13.6,1.439,0.75,Rice,Maturity,Moderate Stress,43.4
0.825,0.19,1.428,-19.62,-13.29,1.476,0.6,Maize,Heading/Flowering,Moderate Stress,44.9
0.85,0.463,0.918,-18.46,-12.17,1.517,0.51,Maize,Heading/Flowering,Healthy,1.5
0.37,0.37,1.092,-18.86,-13.39,1.409,0.889,Pulses,Maturity,Mild Stress,16.2
0.179,0.159,1.47,-19.92,-14.52,1.372,0.008,Rice,Sowing,Severe Stress,51.4
0.865,0.167,1.431,-19.69,-13.21,1.491,0.425,Rice,Vegetative,Severe Stress,48.2
0.873,0.43,1.003,-18.37,-12.22,1.503,0.45,Rice,Heading/Flowering,Healthy,5.0
0.648,0.323,1.152,-19.09,-13.25,1.441,0.467,Pulses,Heading/Flowering,Mild Stress,21.4
0.632,0.34,1.135,-18.97,-13.23,1.434,0.4,Pulses,Vegetative,Mild Stress,19.8
0.648,0.357,1.145,-19.04,-13.21,1.441,0.467,Pulses,Heading/Flowering,Mild Stress,19.7
0.502,0.103,1.58,-19.95,-14.0,1.425,0.13,Maize,Vegetative,Severe Stress,59.5
0.185,0.461,0.907,-18.36,-13.18,1.393,0.01,Maize,Sowing,Healthy,0.4
0.531,0.153,1.489,-19.93,-13.92,1.432,0.756,Pulses,Maturity,Severe Stress,51.4
0.567,0.323,1.165,-18.8,-13.13,1.432,0.823,Wheat,Maturity,Mild Stress,23.0
0.303,0.382,1.088,-18.8,-13.36,1.407,0.958,Rice,Harvest,Mild Stress,15.4
0.639,0.455,0.944,-18.31,-12.64,1.449,0.422,Pulses,Vegetative,Healthy,0.3
0.868,0.326,1.213,-19.04,-12.87,1.479,0.567,Rice,Heading/Flowering,Mild Stress,24.4
0.454,0.364,1.127,-18.79,-13.37,1.405,0.9,Rice,Maturity,Mild Stress,19.1
0.443,0.455,0.953,-18.22,-12.79,1.425,0.892,Wheat,Maturity,Healthy,1.2
0.793,0.413,1.032,-18.7,-12.47,1.5,0.35,Maize,Vegetative,Healthy,9.2
0.763,0.456,0.961,-18.35,-12.55,1.462,0.346,Wheat,Vegetative,Healthy,2.7
0.276,0.115,1.588,-19.96,-14.54,1.373,0.033,Rice,Sowing,Severe Stress,59.0
0.806,0.356,1.113,-18.81,-12.7,1.481,0.423,Wheat,Vegetative,Mild Stress,16.1
0.335,0.431,0.97,-18.55,-13.29,1.396,0.911,Pulses,Maturity,Healthy,4.0
0.485,0.174,1.498,-19.98,-13.94,1.433,0.2,Pulses,Vegetative,Severe Stress,50.4
0.54,0.375,1.067,-18.86,-13.05,1.445,0.15,Maize,Vegetative,Healthy,12.6
0.799,0.362,1.129,-18.68,-12.64,1.478,0.592,Wheat,Heading/Flowering,Mild Stress,19.1
0.171,0.289,1.232,-19.17,-13.95,1.374,0.989,Pulses,Harvest,Mild Stress,29.5
0.774,0.276,1.246,-19.22,-13.09,1.468,0.638,Wheat,Heading/Flowering,Mild Stress,29.9
0.502,0.454,0.931,-18.44,-12.98,1.421,0.87,Maize,Maturity,Healthy,1.1
0.7,0.213,1.375,-19.59,-13.31,1.472,0.277,Wheat,Vegetative,Moderate Stress,39.5
0.793,0.421,1.01,-18.39,-12.49,1.472,0.35,Maize,Vegetative,Healthy,8.8
0.454,0.332,1.139,-19.07,-13.26,1.438,0.1,Rice,Vegetative,Mild Stress,21.2
0.827,0.292,1.25,-19.07,-13.05,1.461,0.358,Rice,Vegetative,Moderate Stress,31.2
0.56,0.151,1.489,-19.85,-13.81,1.437,0.278,Pulses,Vegetative,Severe Stress,50.7
0.253,0.314,1.207,-19.18,-13.92,1.378,0.956,Pulses,Harvest,Mild Stress,27.6
0.638,0.33,1.149,-18.79,-13.25,1.418,0.79,Maize,Maturity,Mild Stress,21.9
0.542,0.207,1.402,-19.49,-13.67,1.426,0.838,Wheat,Maturity,Moderate Stress,44.3
0.67,0.475,0.911,-18.14,-12.78,1.419,0.217,Rice,Vegetative,Healthy,0.2
0.85,0.228,1.331,-19.48,-13.26,1.469,0.5,Maize,Heading/Flowering,Moderate Stress,38.5
0.522,0.252,1.283,-19.18,-13.55,1.415,0.14,Maize,Vegetative,Moderate Stress,34.2
0.617,0.105,1.577,-19.9,-13.98,1.423,0.183,Rice,Vegetative,Severe Stress,58.3
0.371,0.257,1.281,-19.15,-13.78,1.39,0.93,Maize,Harvest,Moderate Stress,32.9
0.88,0.322,1.207,-19.03,-12.8,1.487,0.492,Rice,Heading/Flowering,Mild Stress,25.2
0.473,0.157,1.494,-19.93,-13.9,1.434,0.108,Rice,Vegetative,Severe Stress,51.0
0.639,0.403,1.027,-18.54,-12.87,1.441,0.578,Pulses,Heading/Flowering,Healthy,10.9
0.683,0.44,0.995,-18.3,-12.77,1.433,0.738,Wheat,Maturity,Healthy,5.5
0.377,0.267,1.278,-19.46,-13.92,1.398,0.923,Wheat,Harvest,Moderate Stress,32.5
0.649,0.172,1.48,-19.76,-13.87,1.425,0.522,Pulses,Heading/Flowering,Severe Stress,49.3
0.555,0.142,1.524,-20.15,-14.13,1.426,0.831,Wheat,Maturity,Severe Stress,55.7
0.705,0.237,1.338,-19.59,-13.43,1.459,0.242,Rice,Vegetative,Moderate Stress,39.2
0.723,0.161,1.516,-19.94,-13.87,1.438,0.3,Wheat,Vegetative,Severe Stress,53.0
0.377,0.208,1.407,-19.75,-14.13,1.398,0.077,Wheat,Sowing,Moderate Stress,42.5
0.793,0.143,1.518,-19.76,-13.73,1.439,0.35,Maize,Vegetative,Severe Stress,52.4
0.335,0.23,1.38,-19.4,-13.95,1.391,0.089,Pulses,Vegetative,Moderate Stress,40.3
0.446,0.337,1.153,-18.99,-13.17,1.442,0.833,Pulses,Maturity,Mild Stress,19.4
0.632,0.292,1.244,-19.18,-13.14,1.46,0.6,Pulses,Heading/Flowering,Mild Stress,29.8
0.395,0.168,1.477,-19.66,-14.1,1.394,0.085,Wheat,Vegetative,Severe Stress,50.6
0.723,0.25,1.303,-19.32,-13.27,1.456,0.7,Wheat,Maturity,Moderate Stress,35.0
0.849,0.281,1.237,-19.37,-12.88,1.504,0.48,Maize,Heading/Flowering,Moderate Stress,30.6
0.531,0.312,1.191,-19.03,-13.53,1.407,0.244,Pulses,Vegetative,Mild Stress,24.3
0.636,0.383,1.048,-18.55,-12.8,1.449,0.589,Pulses,Heading/Flowering,Healthy,12.3
0.321,0.326,1.179,-18.94,-13.54,1.399,0.946,Wheat,Harvest,Mild Stress,23.9
0.774,0.416,1.006,-18.44,-12.76,1.445,0.362,Wheat,Vegetative,Healthy,6.9
0.757,0.198,1.403,-19.78,-13.61,1.453,0.662,Wheat,Heading/Flowering,Moderate Stress,44.3
0.731,0.144,1.549,-19.87,-13.84,1.436,0.308,Wheat,Vegetative,Severe Stress,55.7
0.297,0.186,1.419,-19.53,-14.21,1.374,0.933,Pulses,Harvest,Severe Stress,47.0
0.256,0.474,0.927,-18.46,-13.31,1.387,0.969,Wheat,Harvest,Healthy,0.4
0.655,0.461,0.962,-18.22,-12.55,1.452,0.238,Wheat,Vegetative,Healthy,2.8
0.833,0.251,1.3,-19.31,-13.15,1.468,0.633,Rice,Heading/Flowering,Moderate Stress,33.3
0.705,0.364,1.119,-18.7,-13.05,1.433,0.242,Rice,Vegetative,Mild Stress,16.5
0.276,0.348,1.147,-18.71,-13.43,1.393,0.944,Pulses,Harvest,Mild Stress,18.2
0.694,0.338,1.131,-18.7,-13.06,1.432,0.767,Rice,Maturity,Mild Stress,19.0
0.541,0.177,1.464,-19.84,-13.75,1.443,0.744,Pulses,Maturity,Severe Stress,47.0
0.833,0.337,1.175,-18.76,-12.68,1.479,0.367,Rice,Vegetative,Mild Stress,21.3
0.606,0.185,1.426,-19.78,-13.6,1.454,0.344,Pulses,Vegetative,Moderate Stress,44.4
0.473,0.355,1.117,-18.87,-13.22,1.427,0.108,Rice,Vegetative,Mild Stress,19.4
0.838,0.208,1.369,-19.42,-13.17,1.475,0.57,Maize,Heading/Flowering,Moderate Stress,40.6
0.321,0.236,1.35,-19.23,-13.74,1.4,0.946,Wheat,Harvest,Moderate Stress,37.1
0.419,0.175,1.488,-19.82,-14.17,1.399,0.91,Maize,Maturity,Severe Stress,49.3
0.491,0.123,1.574,-20.19,-14.06,1.436,0.117,Rice,Vegetative,Severe Stress,58.3
0.316,0.218,1.347,-19.29,-13.95,1.383,0.078,Pulses,Sowing,Moderate Stress,39.1
0.784,0.185,1.433,-19.71,-13.41,1.47,0.692,Rice,Heading/Flowering,Severe Stress,47.6
0.446,0.351,1.155,-18.82,-13.19,1.427,0.167,Pulses,Vegetative,Mild Stress,19.5
0.377,0.249,1.328,-19.44,-13.65,1.424,0.077,Wheat,Sowing,Moderate Stress,35.0
0.52,0.445,0.946,-18.48,-12.96,1.426,0.767,Pulses,Maturity,Healthy,3.2
0.12,0.229,1.336,-19.37,-14.41,1.344,1.0,Maize,Harvest,Moderate Stress,37.7
0.848,0.099,1.553,-20.2,-13.67,1.478,0.53,Maize,Heading/Flowering,Severe Stress,58.6
0.508,0.175,1.44,-19.5,-13.68,1.425,0.875,Rice,Maturity,Severe Stress,46.3
0.26,0.432,0.99,-18.42,-13.12,1.404,0.03,Maize,Sowing,Healthy,4.0
0.814,0.392,1.088,-18.51,-12.49,1.482,0.62,Maize,Heading/Flowering,Healthy,13.1
0.723,0.255,1.288,-19.53,-13.28,1.471,0.7,Wheat,Maturity,Moderate Stress,34.9
0.827,0.129,1.519,-19.8,-13.44,1.473,0.642,Rice,Heading/Flowering,Severe Stress,54.6
0.491,0.282,1.25,-19.14,-13.37,1.432,0.117,Rice,Vegetative,Moderate Stress,30.5
0.705,0.454,0.958,-18.26,-12.52,1.458,0.758,Rice,Maturity,Healthy,2.3
0.419,0.231,1.338,-19.5,-13.83,1.41,0.91,Maize,Maturity,Moderate Stress,39.7
0.716,0.416,1.041,-18.8,-12.85,1.463,0.25,Rice,Vegetative,Healthy,10.5
0.419,0.271,1.272,-19.35,-13.6,1.423,0.09,Maize,Vegetative,Moderate Stress,33.0
0.839,0.299,1.202,-18.88,-12.92,1.461,0.625,Rice,Heading/Flowering,Mild Stress,26.0
0.8,0.356,1.1,-18.67,-12.7,1.47,0.325,Rice,Vegetative,Mild Stress,17.5
0.85,0.412,1.049,-18.65,-12.44,1.499,0.5,Maize,Heading/Flowering,Healthy,10.6
0.749,0.378,1.13,-18.91,-12.76,1.482,0.7,Maize,Maturity,Mild Stress,17.0
0.319,0.12,1.522,-20.02,-14.26,1.404,0.95,Maize,Harvest,Severe Stress,55.9
0.474,0.473,0.931,-18.29,-12.77,1.432,0.877,Wheat,Maturity,Healthy,0.2
0.415,0.289,1.263,-19.32,-13.61,1.42,0.083,Rice,Vegetative,Moderate Stress,30.8
0.808,0.134,1.502,-20.04,-13.63,1.47,0.569,Wheat,Heading/Flowering,Severe Stress,53.5
0.801,0.239,1.343,-19.55,-13.46,1.452,0.36,Maize,Vegetative,Moderate Stress,40.1
0.728,0.398,1.069,-18.78,-12.59,1.492,0.72,Maize,Maturity,Healthy,12.2
0.674,0.251,1.31,-19.39,-13.23,1.466,0.254,Wheat,Vegetative,Moderate Stress,35.5
0.636,0.222,1.35,-19.6,-13.48,1.454,0.411,Pulses,Vegetative,Moderate Stress,39.9
0.723,0.305,1.219,-18.9,-13.04,1.449,0.3,Wheat,Vegetative,Mild Stress,25.5
0.655,0.204,1.388,-19.55,-13.45,1.454,0.762,Wheat,Maturity,Moderate Stress,42.4
0.873,0.329,1.197,-18.96,-12.87,1.473,0.45,Rice,Heading/Flowering,Mild Stress,22.6
0.632,0.329,1.213,-19.24,-13.36,1.44,0.6,Pulses,Heading/Flowering,Mild Stress,24.8
0.291,0.31,1.194,-19.04,-13.57,1.403,0.96,Maize,Harvest,Mild Stress,23.6
0.692,0.178,1.472,-19.8,-13.63,1.453,0.269,Wheat,Vegetative,Severe Stress,47.6
0.766,0.259,1.339,-19.26,-13.07,1.474,0.292,Rice,Vegetative,Moderate Stress,36.8
0.682,0.314,1.195,-19.15,-13.31,1.439,0.775,Rice,Maturity,Mild Stress,26.3
0.577,0.33,1.142,-18.82,-13.14,1.432,0.7,Pulses,Maturity,Mild Stress,21.5
0.387,0.427,0.967,-18.28,-13.18,1.387,0.878,Pulses,Maturity,Healthy,4.3
0.46,0.359,1.091,-18.89,-13.1,1.442,0.178,Pulses,Vegetative,Mild Stress,16.5
0.588,0.158,1.48,-19.88,-13.91,1.429,0.833,Rice,Maturity,Severe Stress,51.5
0.649,0.313,1.2,-19.17,-13.16,1.457,0.522,Pulses,Heading/Flowering,Mild Stress,26.1
0.316,0.411,0.98,-18.58,-13.3,1.397,0.078,Pulses,Sowing,Healthy,6.6
0.858,0.385,1.053,-18.85,-12.5,1.508,0.408,Rice,Vegetative,Healthy,13.1
0.319,0.146,1.542,-20.06,-14.46,1.387,0.95,Maize,Harvest,Severe Stress,54.3
0.846,0.25,1.327,-19.52,-13.09,1.491,0.46,Maize,Heading/Flowering,Moderate Stress,35.0
0.646,0.171,1.511,-19.8,-13.73,1.442,0.544,Pulses,Heading/Flowering,Severe Stress,51.0
0.321,0.388,1.06,-18.54,-13.28,1.396,0.054,Wheat,Sowing,Healthy,13.0
0.185,0.127,1.558,-20.19,-14.6,1.383,0.01,Maize,Sowing,Severe Stress,58.4
0.803,0.156,1.484,-19.9,-13.3,1.496,0.415,Wheat,Vegetative,Severe Stress,49.9
0.483,0.386,1.099,-18.88,-13.16,1.435,0.88,Maize,Maturity,Mild Stress,15.3
0.865,0.134,1.505,-19.87,-13.6,1.461,0.575,Rice,Heading/Flowering,Severe Stress,54.6
0.606,0.13,1.567,-19.94,-13.77,1.448,0.344,Pulses,Vegetative,Severe Stress,57.4
0.85,0.214,1.398,-19.53,-13.33,1.465,0.49,Maize,Heading/Flowering,Moderate Stress,43.9
0.639,0.265,1.303,-19.41,-13.46,1.442,0.422,Pulses,Vegetative,Moderate Stress,34.8
0.819,0.201,1.388,-19.47,-13.34,1.46,0.515,Wheat,Heading/Flowering,Moderate Stress,41.8
0.432,0.175,1.487,-19.7,-14.16,1.391,0.844,Pulses,Maturity,Severe Stress,49.4
0.806,0.457,0.935,-18.45,-12.51,1.475,0.577,Wheat,Heading/Flowering,Healthy,0.8
0.297,0.323,1.196,-18.95,-13.73,1.38,0.933,Pulses,Harvest,Mild Stress,26.1
